tic_id,astra_class,ra,dec,period,period_source,cadence_type,preprocessing_version,flux_1000_hash,flux_200_hash,folded_flux_1000_hash,folded_flux_200_hash,metadata_hash
109718459,eclipsing_binary,113.59184,-29.84507,7.7876,catalog,long,phase6_preprocess_v1,92e926ef83e5b8db07c77e55d804f5664a6903d0eefaf21d5e09055a4c1706d2,aab3d2364315ebf4d4e671192a31be7125a7a28cc1822834de754d998f4bd4cb,cddd53f1606b55da9368ff8488082828d85365394938f153bc4c0d11f622bc74,902fa40865d69c4500b361b7d4b4ba9788aabfce4c727c26942c1104b5939f01,09654046a6453bba13c4736811b917395550e5561031f09905e150b9b9ec6bdc
109839133,eclipsing_binary,113.7755,-24.43639,6.676,catalog,long,phase6_preprocess_v1,42e765fd5105278e36e45f7a264b4390aae2206a27f5d92a3d40fd25b7cf40d5,0c89959d423d3d568ea4014503191fd54d1ce5569b379aac93aa75117cbf2a4a,683778e3327239acfa0df712c5c92bfd8f4b77037d97b0ba039ad5274f6e159b,b495bdecf8fda36abb00a4c90dcee7473743946a8df29238505ebe4f6dd89382,61bad02f451c65cd78a3e95378727c4c6067b2d164c4624ee9aaae2cb38427fe
109985172,eclipsing_binary,113.89345,-26.73283,1.8995,catalog,long,phase6_preprocess_v1,b0f5644c55d1ccb8b7d3031cfda433344a3ac5b24fc5c1c9482a39359fd9f38c,234b0b7980b33f8abdf41db10bb583e9f9c156621ce3f17959ea622fc9552406,8f092ad435043390ab1202b0ff624e2b9089d717e95a7620774d6246f1030ae2,b0bf92d6b4d7f84634595ca6515b11e71c7d776a3625f354cb13b8e03c6dcdde,4ca08d56bdacaa7b12f8e12d6078a724d25caad79055c09191fe2cb1f5b7ae00
109986485,eclipsing_binary,113.82591,-26.36921,0.3159342,catalog,long,phase6_preprocess_v1,16b4523edb43c22f67b3b3714a9ab48213e8b48e7510fb16b6544acbe91a79a2,298e1f6ef1f22411c9e82b394ab1292302fafdf03d8e6a7961814a13b3df03f4,99a677acc87d997bdd83ea2c186d2efe834ecd09edc2a5721e9126ee24b131e0,6f65da4d9aa8d4f769644acff83a99502d0324e2dfb85e4099c805742a97d421,2a415d2169d0c61eddb646250d61efed80e8ea76346a8239bbb932b041c567a6
110106535,eclipsing_binary,113.85378,-25.86977,2.913,catalog,long,phase6_preprocess_v1,6c16b237406f77349ad64abe02446afe3077e0679a162cf4bb4e11bd857a5c79,07e6766f68c58b29e6fc13906b78e7dd935186a605c67b3f2a8bf27353ec040e,1f92662380c4f9466131f131e16f1be1a5def87f501d67c99fe2f4367a41b9ad,d7fb2de5e312dbaa8f2a141a8a484508e8e8ad265cb2824f48b11ccb1fa5130b,2c6aa62c52446a92fa0190fab754ae69d07c75acbcdacd5fbba44ea06826f733
110107281,eclipsing_binary,113.81614,-25.65073,2.0322,catalog,long,phase6_preprocess_v1,75ab9be28d07edd2467c1f7520e876e07d0dd5086f47bd7958fe4c8e07ce7b6b,e9b320d193c362e9366f9c4a36ff84cdb4fc5753517f198904a77c42ea79dab3,3fcb24d8b4588e802cd4e90764ddb94770c3031221445ae8f8d029919bfb8838,4b98a3e0f89e873adda7a8b36ebf5bd637f41ffa4f51ca3698a7e25cbc8b656c,2fe8e49e70033689bd78abb305bd8d253c008d76a5acc90a8727d1188b44e88c
111010123,cepheid,298.11821,1.00567,7.17679,catalog,short,phase6_preprocess_v1,9a315c37541bcc4ed80d68b01c0ae7785f0f80df58ada3946ec45100ec02c0f3,f288d659d2ebbe09dda15e7b08ac0cbf75b55aaf076c3f217b1564480b12afd7,23e23f12051b60f3bd19a6c268950be6611ff89d6ff39302628bfc963ceaf819,71f9ddb9eed07c066623f0359c1c609014fcde97e2ed4b8bf51c97bfe279db73,4d1c053760f620d3883c1d4fe329e2a9bb180028a2803c95cba3d5b28e93ad56
11145790,cepheid,297.87879,27.46025,44.9,catalog,short,phase6_preprocess_v1,753ac43133975f19453f5ad314dbb395725a753da3da6cd9e87115c574f4b084,60d8ec16c3c606b1b74d0d68183faa0837953c1ba01ec71ace48cc5d61298a1e,137d1fa00aaaf5c21e8b9739a1c0410ff21e4bf51f805dc09a932a7a6214e7ff,77bed921eb8e0962806d5a2dffc4c213237c209ddf37a79613416357d39363ed,4109ffe1743cd9cc24a783707729ac4898f7c889f0292e5485cf7334155b51c3
1129237,rr_lyrae,37.13517,-8.35836,0.5105981,catalog,short,phase6_preprocess_v1,762fbfda281c7720b799a0991b0039cb3197ffc36a484e101a18655f41e78b4d,7c18428f6cbb163c3137bbcf0b07a22c6d22bb4aafb0acac48661af2ef6eaa4d,16792b502ed0c79ebbf17e59ce483ae8965a26b53baca7428e12511f40d8202f,1def02761381254ec4cb73bec737e6ceb4a2efe28960eb5288a3cfa253b5fb34,676dcea283c409814609417aa0ab1c4e151957ddeb48d6bf94be35ede076f7c2
113554295,eclipsing_binary,113.44159,-30.83695,6.06,catalog,long,phase6_preprocess_v1,ceeb63833dd319891fca89c20af6476469fdb10a2729cbf629b9b94726acb33a,85c5cc526665f7890fa2bc00d75852a3f44ff22c60ae6f8585681af1eab1b201,f63b09ef3ea05c61087bd30c7faae6caa627a1485cf27d775af417ff55d7e2bc,8b5d57fb4c35c64c1de284b06f25790747e7e6e54b9967c8aa5e216c0a2474f3,988aa667423dccb82d0fa35d070f76f63a2c30e5bcf63b67179e64cbd2392af8
113563776,eclipsing_binary,113.59405,-31.43429,1.7130425,catalog,long,phase6_preprocess_v1,8482ce84b599eccb724c687e8269507677680fd526475cb920a91d760f8989e9,e97069f500936ffcd275fe6f4c4387a7d344298dda8946000c9e214ea539ec87,44a5a2eac9a55d4766fd5cb1d0811e8a772598322d18dc9ed62223e4e3e3a2fe,d026fb4924beebc3c1ec4a5dcfb656e6771d41184cd37a917fd04c3a540dfc38,31063d326870f7c06cc85326b5cab4d3d6a4f957cf34e62648598e5a1553d8cf
11375848,cepheid,298.06216,28.923,10.8836572,catalog,long,phase6_preprocess_v1,346d3a194aed6467eff53cbbc9e3c976e08598abd4184e0cf0d93170cd9abb74,7fa29576f1f2ad132956238880df136e6a0762914bd023a32e24f0c716196e72,a311c2ece9edc47a59178ab6721f7cf3163b69510cac695502e789c5c3316f21,20128c4afb21d98abd1ff97eff57cc6d59701d17842d45c7d12c97d812cbc806,01b65bc42b6ec1d9e04d8814f03acbf5e1e821fe910b0247c2e01e91efa4b90e
113839660,eclipsing_binary,113.81015,-30.60178,2.48435,catalog,long,phase6_preprocess_v1,d7ab46329bb0057634afffca9b854a717c97159bd0e5afd3eb5064196e5a8486,5213929bb6e8e2f7b3845614d3d6d986b50c3acaf7c06f676e0cd2e06b5ec4cc,ecde4c1e4490c8bf2dd32230fe31875a6ce4f2523e08e49f014e11d6377f63b2,b4851b5c5fa7b0004b30881d61a9724c5e601d12f0b1fb62c3b3c389993152f6,a4ad4d0d20993ee9f37024a76442a688b968c6f5a74326d9c3903c79adb94b74
113930263,eclipsing_binary,113.8081,-34.41599,0.790254,catalog,long,phase6_preprocess_v1,ee253f59bacb84ab641beabb949fea2ab398f2601aa21143d9d386e6291e9518,6e62a8ff6cbccf73cc14cfe8dd0913efc7170ac3dce1a3c46e489912edfd8a0b,761f48679dc7a4b647a3eb7abdfb927b61ba08035b92112409c073b958d54197,043a32bee3bcd25df3893bc45368bc83756a3c647d5ad4fa56573968209df4c8,c62cf85d2535c45c5f9afbf0bccfb41553a3914268ed7abe27cf8fd59c1aa45c
114436093,rr_lyrae,11.27546,-18.90428,0.497032,catalog,long,phase6_preprocess_v1,84354e330e1e78289c4554b1d119b09b8b80f42e5baf355c653d36f1394b43e3,f79d5d6ed4dd6ff9ee48913d7eb90ffb214f7f7c2cb753a98d463992f1f2896c,db17933cf473746b840c4a778c59293a3d1bdd0552efe29a994cbdfc75f6fdcd,b16662a96c48a1d1bab66b18b28cc4fcc030c21e0c0e9381f6a62bba6e1959bc,b153aaadf09e366c2ab7b2e5c03de1b891ba146ce6714870bf71a17fa7ed90bb
115752225,cepheid,299.795,29.45075,7.81793,catalog,short,phase6_preprocess_v1,49d6649145830e26775343ef02144bf7453784bd6e71232c73f3a352e9cd57b5,0a3e6dd51801bea74fa0e5eef5f7414cc0ec8977865142711a29567b3ffc91a9,330f9c0beeb24017dc1846efbb0243e0346d97f9e8af0ce9e4babdb55145b8d9,14f5af0f39d2afa06814d2047855bc75a7f4702a052c4f1dbbbcbd4bbd5c1874,73c9cda1732079f9f676edf31c0d8237632113bd563336e60d6bcd3e821edb8d
115991422,cepheid,299.72296,24.39506,5.63,catalog,long,phase6_preprocess_v1,2d6e8bcffebecc71a5d5f04706f3162657709246c968fef7cc46d610a0925878,dab88a2bea618a937da44f76096e292adfa8af2b8f54280193abaa0009242fc1,d46c70ed38dfcfd0ef7b9a8f6b137215130a337fb91cea17ab58577c56e8ae86,560c113dd36c79b0e8e61f8997a4c2117f8186762bf2c0da8d6b2d97cca8caf8,8f4659ebbb32fe95a5819d197a3a132bcf5d4a1d3e8b854d557f2fde6db2cd49
11614981,rr_lyrae,20.72324,-26.2927,0.451694,catalog,long,phase6_preprocess_v1,2cb370f9721b0d5ddbfbb8b40a3bf31f9ef345c15183d7c773a827a826e66a9a,c25dee4e27ce9c05480880ccf979585ff0b7b35afc321b10bb7a3883d63c3558,4ef28c49aab9247fb1c01f3afbd0725d0aa2c9575d5cd5ddd9d01f9881c3e7c6,ae1a1e02f9ec04717d3ef55aadd660555af091a86821015fca28e3fe85bdfef0,e56865990d43bff4b8fb548f0e9e9eed5c6ed3a4e6e53e759ed25cb4cbd36e6a
116893327,rr_lyrae,47.27008,53.19336,0.6070749,catalog,long,phase6_preprocess_v1,d522a35ed12a9d1e4431939b9e0d7deb6ddb68877fb511559fa0da260f797980,49c6502d52372f2e4d23109cc2ca26f7ae179e990bccd0ab6b7f1a03691a6ca6,d9a69a85553fc71e5517ed60ba4ac306725b277b4e7a89729a1ee40429ff07d5,ef9635e46e787970c60f9bbaed686da6aa8547537723364712f74622af7e51d4,3fb4b6c69beaa3390c236543da5fff3f3689a9719e25d110aa6a8088751b6977
117547410,stable,0.084346,-13.393297,0.10998199639927986,BLS,short,phase6_preprocess_v1,b6ed217bb2ee869e9bc31de303862a415c4309cad6426ca16a4deca856db039f,5b58276a9e8bbc7b2f6f82f7a70f571fd3e97e49ab729b3fd3dc0c709378e7b8,b53f4d7bd6adf028fa4e57aeec8a14148cb08adc7e12a974ba69e6a10d5f1759,c72085c7b81cbccf3eb17c79d911ed02f297bb2a3f32a015e6114b09273c34f7,0556e3e38995232e3bd75064587c0969cade0fab3b3684f1d7664a4f5c1fca9b
117547627,stable,0.102561,-14.490481,15.072994598919783,BLS,short,phase6_preprocess_v1,287f70329469e489e6921539d759da06a3657fbb8efc68b2929702327543ee25,db57c1bc4fb6e4ae06b1abcb4b22abecb320e47971f577cbaca420a2a55b42b6,152532090fbefe5727d975cc6e18f82cbbc55a78c530b93f73a9170547c7598c,0edabc0cfd874a933238958c79b1359bc6b72c691727fcb56427eade3eb18ee5,fd740505b862c09b445f4876f9daa00df996dc5f886a827b3d66cadd66dac03c
117548062,stable,0.111861,-16.69693,39.10964192838568,BLS,short,phase6_preprocess_v1,42d8eec3583872c16deae36ac6f8b19018c688be93a88e896cef85ed158d27ed,6dfce6f7cd76544e17503e330d72e0b4110e2121532afc5365fe52f1afebf6ff,1ece890276429d476860893608397b3ca603606b392ac129f3ea378cd3b318d5,a08dc9d5d4ffebbdda0a08a5dc3aef74253630a067c37572eaeae4362b51bbf5,c2df11136a3c482e9ac82e7ec4793fe6a2f399cd7cc4a01b48049e869d81020e
117549294,stable,0.21947,-12.82867,17.997719543908783,BLS,short,phase6_preprocess_v1,e535a092a9a7ea7e8489b4a79d50167e1ce855a9b7891aa54138c4c77342aeb4,f89b71a4d3b7a0c56228c9305339070097c4cf46285ea4725e7595a761bd8b09,ff28b65555ca710ae1b429a1dc02ffa28832b229f52d04d7a38906e24bd549d8,7f2a99face988fa2832ad3cd0992cde9fa9135467bce8868cde1a90e6b689a9e,adb2ba4b80672b03f3b8df28e9213047edd2d1a2db22faff1ffcd1e9c547aa9a
117549467,stable,0.302039,-11.964,31.99247849569914,BLS,short,phase6_preprocess_v1,011a85339ea1120af0787b759004d8a83d7247706b5236be3aff174fec3884a1,b29c6d999992d1e1c4689209ced007c6983c7b5013dfc61637eaa09b8a3b0a1b,7c7259417684fdf8cac6580efa74833f9c7f5a9be188455e34beb34804f31935,bd0e956404510ef5437962b06afa02e593c0394af285363ce47e8507d0187569,1e287d2cefd4ec03d041671e2dc26a14e6c92dfc4d461ee5e17a32d2411ece69
117611672,stable,0.560204,-11.964347,0.1,BLS,short,phase6_preprocess_v1,b3108c4cce386e263aa707a6c84467b45126b4b0a91b8ea77d41cb847ae6f668,cd11ddc6a851454180df70a24bd47a7f1e8dc07d836cf1041f5ca6c387152032,c6deda80e78425bcf8902c787a51af90dcd14c467b8b2714ec43ef049fadf6fa,8077ee0f8ce20da53450e2f999aad2b4bce93b31bbaeb4e93e0fa9e1de427e7e,39f4ecde62f98b2d288a6a299ebe4fb8f546caf8f72ee915043cdf35803078d3
117613298,stable,0.700064,-15.040531,43.87105421084217,BLS,short,phase6_preprocess_v1,285620df7d7bacc6761c4718297423106a7a3e9b92c1fb0865b730cde03a6235,269b5b4e14ec70c70953ae8b9d92b2a5711cad2335f2d298eb930f1ee3257793,d6196af5b9353e265acb36f92128c4c6e4fbf34bebff3c2bcc50b1dcf601e47d,f2c649c1b72cf728afacf63a635e3a88ea0201baa7cc0122427cec748f0ba4d2,087982b60c6d1c37e35df906884b8e99f478500ac3022a13111503c4f7fd58e6
117643432,rr_lyrae,9.465,-39.86658,0.584035,catalog,long,phase6_preprocess_v1,751017a359b6aae8322ccaaea2e2e1d5ef4003b67a6af5a48284642834faad96,6ce7be5036bdfc58095e5dd99000c18f5a843cbe99525dd8fda8b2474cb0cda4,0bc63afb70b7127c31b624a2828e56be68eeb3d9c3ce346f5158bdd3078f84f4,14e5bbe02ef8017c76f00896338c9dfef23583ad0fe29657d0df11768a663095,fbec4d4289562831736ba04f539987e66db8c2dbe2e01deb8fd4e543258c394d
117927634,stable,0.027292,25.886474,38.48077615523105,BLS,short,phase6_preprocess_v1,4bf6cbca855a3b02221532ec12cadfc5df56e3754890f2be816e2857b3485f2c,9ad4111a5802172cf56a50bbd30cb40ad42b4c5504ef8c8be71d2e1017fc2dea,eeda30e8ce279f224e613df1cee3e47a49e3a36e01202edfb2c8c09e7d42b505,59cf52bcb7e0ffceec72a14eaede29afade261e46d1e3bc58d13b38b9ccb0c97,489e86569ac1d455d25f1c5cf342cc91253496f92084f6c0dd5ced76883cb654
117929446,stable,0.251807,27.886344,11.379655931186237,BLS,short,phase6_preprocess_v1,583579cd520413934184495915d123ac84826919fbc172d1d5fa4e2110f3ac33,25e3bd6b5f4776714a739ceb081a073a747f79df35e830d612f2e5b7fd33f949,40bf712343791c038aafb21984dd3cdc9b881770370351256b75b512ba6203e9,941909f9914b7ca326c2e61be7328b3f2d55a676f5e59226f15a9b0c4338d174,4fe45eb72d35aa46cb34515bb8b8df57e6428b157f4ccc782c59fd69fcc1a2ab
117956021,stable,0.669172,28.542221,0.22976595319063814,BLS,short,phase6_preprocess_v1,3eed63d3626a4b9959c66a078e2590a4e0b5307b6ba1da70de22d6e9b65817a5,c88eeb06ee87d197b041915d34abbfa22f82b648badadeadab42efe788f13b24,e9e7fa0aad8b44a9429b1069361585b41d1eac72663869357483b9cf166d4812,e65efbf61dbd723f5b605dfccd84b396fd075c16d77b834f1dc804d4ab0214fe,b5f604ae7d200933a86a3a92f8e0302f523461de0e50a5683af572e3e5e21d62
118005686,stable,0.710152,28.251891,32.99067813562713,BLS,short,phase6_preprocess_v1,9079ee2fd857f1b6af693649d9a99987d9770ce3844f1aa5da0a4a6d4021847f,0c877ef53778dc5f92e3a939280031f3c172eedde4f3dacb331d26c0d55eb7c3,afa07febe759427067f3f94ff5757c873572a87068cb8df2bd91ed3516e46207,dd8c37845ba4b5118b61df89aa5ccc8c2e391cfbb172d88b93bf72e29aa8bd49,eaaf095a530f7b439b75c9395441583ca1d128f8209989a79a3464d5e58eb6fa
11915357,cepheid,304.31664,39.5538,7.015,catalog,long,phase6_preprocess_v1,8e859163f7b76781808011660fd74c4557b890912d333de3844220b6634872e2,edcb45a25903765b148fbf2543c54bfb1db31e768d70d83dfcfb37553e28f517,9885fc43178f216fdb57870eb03399a37f9677480d8984abba4d283090646f7f,99cd7bc2453a6fbc2a003f3a4a88a8e82701f755535cd935f46baa280500250d,31d92b305d092a7317de3945cce33796525ced102f38c2cabf80ff19d720d39b
11994205,cepheid,298.29286,29.87397,5.0803,catalog,long,phase6_preprocess_v1,bf089fe238c78de9b9dec82ed51348d08d9b13c411886b2bef4b31862ecd7aad,8de4c42b535e0e039de261100c65302b5900a0a5ea42968c6798261e426226b0,2b054aa9ce0e47a6ee9777114a0d2aaa6b45b00534af2559f3075fc65ca41c15,f3e754df6a9c90b560863ed5c7a3ab4a70246eaefd4a16f075e581296646e1eb,fc5359480a9ec08dca4fcfb2b6aa2a0cf0d97f6bd42ab15340fe99f3bec7ab47
120414503,stable,0.08547,-41.297537,24.885297059411883,BLS,short,phase6_preprocess_v1,a9f0fb3227ec336fc425e399544686d28dd691ebb9287985cba7deb448e9e7f2,4b706b205ea3766c97c3932929846275229a2054a2969eed84cd49ef2c04765d,1f1b4485d5c3fe71220618eb20f972a44683e36f6d9dafb4f6d9c17f561ccf8c,c6012cb50c7b29e061c76920cae9d7207c2c7c3c88fd0a2f75c131317952b0c2,b98cb1d62a0bca35d666ac106fd143d4f5c77f6f459c6f7b2b334af7db89e954
120414704,stable,0.0511,-40.192328,48.8121424284857,BLS,short,phase6_preprocess_v1,59b73988a0b5a279ca809ccd34681b253df8467987c0a5a4d1af1ff8ee4c9066,88dbf30137c88bb7e5ffef76f1d48fff1b58b09b29db633fbb70a0e58470f0b4,5d4590deba6cecad1ab593079e041d46f731563ceecb41f0099c66ea4d67c0b4,f7e85dedde8b577e5b19eec6b91856b24315a3f4f038b944c4e2bb8b5310d8a9,e0f5bc7ef1ae22cebfa8766e0ff5acd46ea095fda9a879014c8540c73aa5734c
120428555,stable,0.320432,-41.487356,45.08885777155431,BLS,short,phase6_preprocess_v1,0d50d02b050f42866b1bd0ef045162b48238e8bc63fbd960d4d745385e181326,2b9bf827f1a79b426188314a445eb98061ada18bf5e22ca103f9f80485599078,d00b85fbbc8a4eb6de27ca55beec974294112d88595a8545ed0c2eea8476b2a9,129b14b6baab745271ebe99203dad9fcb3109172a87d5e580721423786065e1b,b246b1cb34e415a33875361430331fbc5d900423c3a608b07fd02812d5508715
120428981,stable,0.404732,-39.33668,41.944528905781155,BLS,short,phase6_preprocess_v1,a17fd0e167bfe8d0798c10116fe2aeafdc310451a0f343db0d66920702d4a2ef,22d6c1ec6c08c74308ce3a9af7baecbc8f9ff12790822ed6bf2fe14e86175a03,9a4f1ca6292968498971ecd36f0f9e7251eff814371fd93773555a5c37a7c17a,4dbc971cfb4618f9af7460defffec357d58dcdecc2814d0fac088b686eb46fef,cc294f1ddde29abb9368c4e1b7f59709f2333dfc0a87f03fc12f143fe66698fc
120430137,stable,0.739112,-39.527323,42.653250650130026,BLS,short,phase6_preprocess_v1,b1d97cf7bf8fe40e251ee6787337886d1709d0f6437cb05f0c6b70b445400cd2,f3bfbdb1b4c46245a334dadd7f86d52a3f58d08719d500f4a578e6e3ea3650b1,f279818d56e6b9d83660f748e6c5708146fe08d4d02bf66e1b6258057e64ae12,a2526be0ae51c44c382048321c42141e6b46837fff932d400e4d1bf064c20de1,8509a21d54a2c5773fb238cbec86db64205909dc2892424e4534619befdc7a76
120443206,stable,0.852772,-35.965174,0.169873974794959,BLS,short,phase6_preprocess_v1,3795fcf52020f984706a948fcc797b57f95a73bd27d028de07c50656cfe34a41,c733e7b611b6f6766fa2a1a036d00cbd18b92b17a7e4c91181e4f0b007be256d,37dee2f611bd0066ec1f9b5efd5e7e4afe4ab54c7f1b8f1964d7e39c97dca993,df1a7c252ae5faa2008ac70eabffcd4630b50ed3ac6478608ce02a1a9ab694b6,33c0da45b6ad2c768a269aa20f214176d77d11242d9042512efbf696c5e63af8
120444483,rr_lyrae,1.04076,-41.13636,0.52551,catalog,long,phase6_preprocess_v1,05ad4b44eb31973da5fd617712ec3a33a242b08ef99e88d8a7da624ce3323a13,a8052f0a4eca9c5d63a4e521e31c78ae5e45cafd221618ef596d5bd2adff945d,77077357abc7e264b58fc4381e8e32a392b8d0193f2bc2cb5711085ae7fea757,009c893a98d50f1d9b4434c99f2b67c3895e48ba75a80264e1e341fd85040553,01c3e288081133b578c2f9e3be49b5eefe82892abc43af7b72f76af953048e66
